
state,area,category,number,date
uppermidwest,South Dakota,Youth Organizations,0,2023-02-26
uppermidwest,South Dakota,Animal Shelter/Service Providers,0,2023-02-26
uppermidwest,South Dakota,Agriculture/Livestock Sector,0,2023-02-26
uppermidwest,South Dakota,Volunteer Radio Groups,0,2023-02-26
uppermidwest,South Dakota,Science/Engineering Organizations,0,2023-02-26
uppermidwest,South Dakota,Media Organizations,0,2023-02-26
uppermidwest,South Dakota,Other,0,2023-02-26
uppermidwest,Wisconsin,Individuals/Families,0,2023-02-26
uppermidwest,Wisconsin,Childcare and Pre-Schools,0,2023-02-26
uppermidwest,Wisconsin,K-12 Schools and Districts,0,2023-02-26
uppermidwest,Wisconsin,Colleges and Universities,0,2023-02-26
uppermidwest,Wisconsin,Local Government,0,2023-02-26
uppermidwest,Wisconsin,State Government,0,2023-02-26
uppermidwest,Wisconsin,Federal/National Government (Including Military),0,2023-02-26
uppermidwest,Wisconsin,Tribes/Indigenous Peoples,0,2023-02-26
uppermidwest,Wisconsin,Businesses,0,2023-02-26
uppermidwest,Wisconsin,Hotels and Other Lodgings,0,2023-02-26
uppermidwest,Wisconsin,Healthcare,0,2023-02-26
uppermidwest,Wisconsin,Senior Facilities/Communities,0,2023-02-26
uppermidwest,Wisconsin,Disability/AFN Organizations,0,2023-02-26
uppermidwest,Wisconsin,Non-Profit Organizations,0,2023-02-26
uppermidwest,Wisconsin,Neighborhood Groups,0,2023-02-26
uppermidwest,Wisconsin,Preparedness Organizations,0,2023-02-26
uppermidwest,Wisconsin,Faith-based Organizations,0,2023-02-26
uppermidwest,Wisconsin,"Museums, Libraries, Parks, etc.",0,2023-02-26
uppermidwest,Wisconsin,Volunteer/Service Clubs,0,2023-02-26
uppermidwest,Wisconsin,Youth Organizations,0,2023-02-26
uppermidwest,Wisconsin,Animal Shelter/Service Providers,0,2023-02-26
uppermidwest,Wisconsin,Agriculture/Livestock Sector,0,2023-02-26
uppermidwest,Wisconsin,Volunteer Radio Groups,0,2023-02-26
uppermidwest,Wisconsin,Science/Engineering Organizations,0,2023-02-26
uppermidwest,Wisconsin,Media Organizations,0,2023-02-26
uppermidwest,Wisconsin,Other,0,2023-02-26
uppermidwest,Other Areas,Individuals/Families,0,2023-02-26
uppermidwest,Other Areas,Childcare and Pre-Schools,0,2023-02-26
uppermidwest,Other Areas,K-12 Schools and Districts,0,2023-02-26
uppermidwest,Other Areas,Colleges and Universities,0,2023-02-26
uppermidwest,Other Areas,Local Government,0,2023-02-26
uppermidwest,Other Areas,State Government,0,2023-02-26
uppermidwest,Other Areas,Federal/National Government (Including Military),0,2023-02-26
uppermidwest,Other Areas,Tribes/Indigenous Peoples,0,2023-02-26
uppermidwest,Other Areas,Businesses,0,2023-02-26
uppermidwest,Other Areas,Hotels and Other Lodgings,0,2023-02-26
uppermidwest,Other Areas,Healthcare,0,2023-02-26
uppermidwest,Other Areas,Senior Facilities/Communities,0,2023-02-26
uppermidwest,Other Areas,Disability/AFN Organizations,0,2023-02-26
uppermidwest,Other Areas,Non-Profit Organizations,0,2023-02-26
uppermidwest,Other Areas,Neighborhood Groups,0,2023-02-26
uppermidwest,Other Areas,Preparedness Organizations,0,2023-02-26
uppermidwest,Other Areas,Faith-based Organizations,0,2023-02-26
uppermidwest,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-02-26
uppermidwest,Other Areas,Volunteer/Service Clubs,0,2023-02-26
uppermidwest,Other Areas,Youth Organizations,0,2023-02-26
uppermidwest,Other Areas,Animal Shelter/Service Providers,0,2023-02-26
uppermidwest,Other Areas,Agriculture/Livestock Sector,0,2023-02-26
uppermidwest,Other Areas,Volunteer Radio Groups,0,2023-02-26
uppermidwest,Other Areas,Science/Engineering Organizations,0,2023-02-26
uppermidwest,Other Areas,Media Organizations,0,2023-02-26
uppermidwest,Other Areas,Other,0,2023-02-26
usvi,St. Croix,Individuals/Families,0,2023-02-26
usvi,St. Croix,Childcare and Pre-Schools,0,2023-02-26
usvi,St. Croix,K-12 Schools and Districts,0,2023-02-26
usvi,St. Croix,Colleges and Universities,0,2023-02-26
usvi,St. Croix,Local Government,0,2023-02-26
usvi,St. Croix,State Government,0,2023-02-26
usvi,St. Croix,Federal/National Government (Including Military),0,2023-02-26
usvi,St. Croix,Tribes/Indigenous Peoples,0,2023-02-26
usvi,St. Croix,Businesses,0,2023-02-26
usvi,St. Croix,Hotels and Other Lodgings,0,2023-02-26
usvi,St. Croix,Healthcare,0,2023-02-26
usvi,St. Croix,Senior Facilities/Communities,0,2023-02-26
usvi,St. Croix,Disability/AFN Organizations,0,2023-02-26
usvi,St. Croix,Non-Profit Organizations,15,2023-02-26
usvi,St. Croix,Neighborhood Groups,0,2023-02-26
usvi,St. Croix,Preparedness Organizations,0,2023-02-26
usvi,St. Croix,Faith-based Organizations,0,2023-02-26
usvi,St. Croix,"Museums, Libraries, Parks, etc.",0,2023-02-26
usvi,St. Croix,Volunteer/Service Clubs,0,2023-02-26
usvi,St. Croix,Youth Organizations,0,2023-02-26
usvi,St. Croix,Animal Shelter/Service Providers,0,2023-02-26
usvi,St. Croix,Agriculture/Livestock Sector,0,2023-02-26
usvi,St. Croix,Volunteer Radio Groups,0,2023-02-26
usvi,St. Croix,Science/Engineering Organizations,0,2023-02-26
usvi,St. Croix,Media Organizations,0,2023-02-26
usvi,St. Croix,Other,0,2023-02-26
usvi,St. Thomas,Individuals/Families,0,2023-02-26
usvi,St. Thomas,Childcare and Pre-Schools,0,2023-02-26
usvi,St. Thomas,K-12 Schools and Districts,0,2023-02-26
usvi,St. Thomas,Colleges and Universities,0,2023-02-26
usvi,St. Thomas,Local Government,0,2023-02-26
usvi,St. Thomas,State Government,0,2023-02-26
usvi,St. Thomas,Federal/National Government (Including Military),0,2023-02-26
usvi,St. Thomas,Tribes/Indigenous Peoples,0,2023-02-26
usvi,St. Thomas,Businesses,0,2023-02-26
usvi,St. Thomas,Hotels and Other Lodgings,0,2023-02-26
usvi,St. Thomas,Healthcare,10,2023-02-26
usvi,St. Thomas,Senior Facilities/Communities,0,2023-02-26
usvi,St. Thomas,Disability/AFN Organizations,0,2023-02-26
usvi,St. Thomas,Non-Profit Organizations,0,2023-02-26
usvi,St. Thomas,Neighborhood Groups,0,2023-02-26
usvi,St. Thomas,Preparedness Organizations,0,2023-02-26
usvi,St. Thomas,Faith-based Organizations,0,2023-02-26
usvi,St. Thomas,"Museums, Libraries, Parks, etc.",0,2023-02-26
usvi,St. Thomas,Volunteer/Service Clubs,0,2023-02-26
usvi,St. Thomas,Youth Organizations,0,2023-02-26
usvi,St. Thomas,Animal Shelter/Service Providers,0,2023-02-26
usvi,St. Thomas,Agriculture/Livestock Sector,0,2023-02-26
usvi,St. Thomas,Volunteer Radio Groups,0,2023-02-26
usvi,St. Thomas,Science/Engineering Organizations,0,2023-02-26
usvi,St. Thomas,Media Organizations,0,2023-02-26
usvi,St. Thomas,Other,0,2023-02-26
usvi,St. John,Individuals/Families,0,2023-02-26
usvi,St. John,Childcare and Pre-Schools,0,2023-02-26
usvi,St. John,K-12 Schools and Districts,0,2023-02-26
usvi,St. John,Colleges and Universities,0,2023-02-26
usvi,St. John,Local Government,0,2023-02-26
usvi,St. John,State Government,0,2023-02-26
usvi,St. John,Federal/National Government (Including Military),0,2023-02-26
usvi,St. John,Tribes/Indigenous Peoples,0,2023-02-26
usvi,St. John,Businesses,0,2023-02-26
usvi,St. John,Hotels and Other Lodgings,0,2023-02-26
usvi,St. John,Healthcare,0,2023-02-26
usvi,St. John,Senior Facilities/Communities,0,2023-02-26
usvi,St. John,Disability/AFN Organizations,0,2023-02-26
usvi,St. John,Non-Profit Organizations,0,2023-02-26
usvi,St. John,Neighborhood Groups,0,2023-02-26
usvi,St. John,Preparedness Organizations,0,2023-02-26
usvi,St. John,Faith-based Organizations,0,2023-02-26
usvi,St. John,"Museums, Libraries, Parks, etc.",0,2023-02-26
usvi,St. John,Volunteer/Service Clubs,0,2023-02-26
usvi,St. John,Youth Organizations,0,2023-02-26
usvi,St. John,Animal Shelter/Service Providers,0,2023-02-26
usvi,St. John,Agriculture/Livestock Sector,0,2023-02-26
usvi,St. John,Volunteer Radio Groups,0,2023-02-26
usvi,St. John,Science/Engineering Organizations,0,2023-02-26
usvi,St. John,Media Organizations,0,2023-02-26
usvi,St. John,Other,0,2023-02-26
usvi,Other Areas,Individuals/Families,0,2023-02-26
usvi,Other Areas,Childcare and Pre-Schools,0,2023-02-26
usvi,Other Areas,K-12 Schools and Districts,0,2023-02-26
usvi,Other Areas,Colleges and Universities,0,2023-02-26
usvi,Other Areas,Local Government,0,2023-02-26
usvi,Other Areas,State Government,0,2023-02-26
usvi,Other Areas,Federal/National Government (Including Military),0,2023-02-26
usvi,Other Areas,Tribes/Indigenous Peoples,0,2023-02-26
usvi,Other Areas,Businesses,0,2023-02-26
usvi,Other Areas,Hotels and Other Lodgings,0,2023-02-26
usvi,Other Areas,Healthcare,0,2023-02-26
usvi,Other Areas,Senior Facilities/Communities,0,2023-02-26
usvi,Other Areas,Disability/AFN Organizations,0,2023-02-26
usvi,Other Areas,Non-Profit Organizations,15,2023-02-26
usvi,Other Areas,Neighborhood Groups,0,2023-02-26
usvi,Other Areas,Preparedness Organizations,0,2023-02-26
usvi,Other Areas,Faith-based Organizations,0,2023-02-26
usvi,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-02-26
usvi,Other Areas,Volunteer/Service Clubs,0,2023-02-26
usvi,Other Areas,Youth Organizations,0,2023-02-26
usvi,Other Areas,Animal Shelter/Service Providers,0,2023-02-26
usvi,Other Areas,Agriculture/Livestock Sector,0,2023-02-26
usvi,Other Areas,Volunteer Radio Groups,0,2023-02-26
usvi,Other Areas,Science/Engineering Organizations,0,2023-02-26
usvi,Other Areas,Media Organizations,0,2023-02-26
usvi,Other Areas,Other,0,2023-02-26
utah,Northern,Individuals/Families,517,2023-02-26
utah,Northern,Childcare and Pre-Schools,613,2023-02-26
utah,Northern,K-12 Schools and Districts,"94,927",2023-02-26
utah,Northern,Colleges and Universities,"2,897",2023-02-26
utah,Northern,Local Government,"2,127",2023-02-26
utah,Northern,State Government,235,2023-02-26
utah,Northern,Federal/National Government (Including Military),30,2023-02-26
utah,Northern,Tribes/Indigenous Peoples,0,2023-02-26
utah,Northern,Businesses,"5,336",2023-02-26
utah,Northern,Hotels and Other Lodgings,0,2023-02-26
utah,Northern,Healthcare,"2,086",2023-02-26
utah,Northern,Senior Facilities/Communities,745,2023-02-26
utah,Northern,Disability/AFN Organizations,25,2023-02-26
utah,Northern,Non-Profit Organizations,0,2023-02-26
utah,Northern,Neighborhood Groups,570,2023-02-26
utah,Northern,Preparedness Organizations,175,2023-02-26
utah,Northern,Faith-based Organizations,475,2023-02-26
utah,Northern,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Northern,Volunteer/Service Clubs,0,2023-02-26
utah,Northern,Youth Organizations,0,2023-02-26
utah,Northern,Animal Shelter/Service Providers,0,2023-02-26
utah,Northern,Agriculture/Livestock Sector,0,2023-02-26
utah,Northern,Volunteer Radio Groups,11,2023-02-26
utah,Northern,Science/Engineering Organizations,6,2023-02-26
utah,Northern,Media Organizations,30,2023-02-26
utah,Northern,Other,0,2023-02-26
utah,Wasatch Front,Individuals/Families,819,2023-02-26
utah,Wasatch Front,Childcare and Pre-Schools,"4,559",2023-02-26
utah,Wasatch Front,K-12 Schools and Districts,"389,076",2023-02-26
utah,Wasatch Front,Colleges and Universities,"43,009",2023-02-26
utah,Wasatch Front,Local Government,"9,092",2023-02-26
utah,Wasatch Front,State Government,"6,719",2023-02-26
utah,Wasatch Front,Federal/National Government (Including Military),100,2023-02-26
utah,Wasatch Front,Tribes/Indigenous Peoples,0,2023-02-26
utah,Wasatch Front,Businesses,"7,357",2023-02-26
utah,Wasatch Front,Hotels and Other Lodgings,35,2023-02-26
utah,Wasatch Front,Healthcare,"4,719",2023-02-26
utah,Wasatch Front,Senior Facilities/Communities,360,2023-02-26
utah,Wasatch Front,Disability/AFN Organizations,275,2023-02-26
utah,Wasatch Front,Non-Profit Organizations,"3,778",2023-02-26
utah,Wasatch Front,Neighborhood Groups,"1,000",2023-02-26
utah,Wasatch Front,Preparedness Organizations,180,2023-02-26
utah,Wasatch Front,Faith-based Organizations,"4,300",2023-02-26
utah,Wasatch Front,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Wasatch Front,Volunteer/Service Clubs,0,2023-02-26
utah,Wasatch Front,Youth Organizations,270,2023-02-26
utah,Wasatch Front,Animal Shelter/Service Providers,0,2023-02-26
utah,Wasatch Front,Agriculture/Livestock Sector,0,2023-02-26
utah,Wasatch Front,Volunteer Radio Groups,445,2023-02-26
utah,Wasatch Front,Science/Engineering Organizations,0,2023-02-26
utah,Wasatch Front,Media Organizations,200,2023-02-26
utah,Wasatch Front,Other,190,2023-02-26
utah,Central,Individuals/Families,28,2023-02-26
utah,Central,Childcare and Pre-Schools,0,2023-02-26
utah,Central,K-12 Schools and Districts,"12,094",2023-02-26
utah,Central,Colleges and Universities,0,2023-02-26
utah,Central,Local Government,255,2023-02-26
utah,Central,State Government,1,2023-02-26
utah,Central,Federal/National Government (Including Military),0,2023-02-26
utah,Central,Tribes/Indigenous Peoples,0,2023-02-26
utah,Central,Businesses,8,2023-02-26
utah,Central,Hotels and Other Lodgings,0,2023-02-26
utah,Central,Healthcare,593,2023-02-26
utah,Central,Senior Facilities/Communities,0,2023-02-26
utah,Central,Disability/AFN Organizations,0,2023-02-26
utah,Central,Non-Profit Organizations,0,2023-02-26
utah,Central,Neighborhood Groups,0,2023-02-26
utah,Central,Preparedness Organizations,40,2023-02-26
utah,Central,Faith-based Organizations,35,2023-02-26
utah,Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Central,Volunteer/Service Clubs,20,2023-02-26
utah,Central,Youth Organizations,0,2023-02-26
utah,Central,Animal Shelter/Service Providers,0,2023-02-26
utah,Central,Agriculture/Livestock Sector,0,2023-02-26
utah,Central,Volunteer Radio Groups,30,2023-02-26
utah,Central,Science/Engineering Organizations,0,2023-02-26
utah,Central,Media Organizations,0,2023-02-26
utah,Central,Other,0,2023-02-26
utah,Southwest,Individuals/Families,62,2023-02-26
utah,Southwest,Childcare and Pre-Schools,256,2023-02-26
utah,Southwest,K-12 Schools and Districts,"9,978",2023-02-26
utah,Southwest,Colleges and Universities,"27,408",2023-02-26
utah,Southwest,Local Government,146,2023-02-26
utah,Southwest,State Government,52,2023-02-26
utah,Southwest,Federal/National Government (Including Military),0,2023-02-26
utah,Southwest,Tribes/Indigenous Peoples,0,2023-02-26
utah,Southwest,Businesses,32,2023-02-26
utah,Southwest,Hotels and Other Lodgings,0,2023-02-26
utah,Southwest,Healthcare,595,2023-02-26
utah,Southwest,Senior Facilities/Communities,909,2023-02-26
utah,Southwest,Disability/AFN Organizations,0,2023-02-26
utah,Southwest,Non-Profit Organizations,0,2023-02-26
utah,Southwest,Neighborhood Groups,0,2023-02-26
utah,Southwest,Preparedness Organizations,7,2023-02-26
utah,Southwest,Faith-based Organizations,0,2023-02-26
utah,Southwest,"Museums, Libraries, Parks, etc.",5,2023-02-26
utah,Southwest,Volunteer/Service Clubs,0,2023-02-26
utah,Southwest,Youth Organizations,0,2023-02-26
utah,Southwest,Animal Shelter/Service Providers,0,2023-02-26
utah,Southwest,Agriculture/Livestock Sector,0,2023-02-26
utah,Southwest,Volunteer Radio Groups,30,2023-02-26
utah,Southwest,Science/Engineering Organizations,0,2023-02-26
utah,Southwest,Media Organizations,0,2023-02-26
utah,Southwest,Other,0,2023-02-26
utah,Uintah Basin,Individuals/Families,24,2023-02-26
utah,Uintah Basin,Childcare and Pre-Schools,0,2023-02-26
utah,Uintah Basin,K-12 Schools and Districts,"1,657",2023-02-26
utah,Uintah Basin,Colleges and Universities,0,2023-02-26
utah,Uintah Basin,Local Government,0,2023-02-26
utah,Uintah Basin,State Government,5,2023-02-26
utah,Uintah Basin,Federal/National Government (Including Military),0,2023-02-26
utah,Uintah Basin,Tribes/Indigenous Peoples,0,2023-02-26
utah,Uintah Basin,Businesses,0,2023-02-26
utah,Uintah Basin,Hotels and Other Lodgings,0,2023-02-26
utah,Uintah Basin,Healthcare,0,2023-02-26
utah,Uintah Basin,Senior Facilities/Communities,15,2023-02-26
utah,Uintah Basin,Disability/AFN Organizations,0,2023-02-26
utah,Uintah Basin,Non-Profit Organizations,0,2023-02-26
utah,Uintah Basin,Neighborhood Groups,0,2023-02-26
utah,Uintah Basin,Preparedness Organizations,0,2023-02-26
utah,Uintah Basin,Faith-based Organizations,0,2023-02-26
utah,Uintah Basin,"Museums, Libraries, Parks, etc.",25,2023-02-26
utah,Uintah Basin,Volunteer/Service Clubs,0,2023-02-26
utah,Uintah Basin,Youth Organizations,0,2023-02-26
utah,Uintah Basin,Animal Shelter/Service Providers,0,2023-02-26
utah,Uintah Basin,Agriculture/Livestock Sector,0,2023-02-26
utah,Uintah Basin,Volunteer Radio Groups,0,2023-02-26
utah,Uintah Basin,Science/Engineering Organizations,0,2023-02-26
utah,Uintah Basin,Media Organizations,0,2023-02-26
utah,Uintah Basin,Other,0,2023-02-26
utah,Castle Country,Individuals/Families,6,2023-02-26
utah,Castle Country,Childcare and Pre-Schools,0,2023-02-26
utah,Castle Country,K-12 Schools and Districts,744,2023-02-26
utah,Castle Country,Colleges and Universities,0,2023-02-26
utah,Castle Country,Local Government,6,2023-02-26
utah,Castle Country,State Government,66,2023-02-26
utah,Castle Country,Federal/National Government (Including Military),0,2023-02-26
utah,Castle Country,Tribes/Indigenous Peoples,0,2023-02-26
utah,Castle Country,Businesses,8,2023-02-26
utah,Castle Country,Hotels and Other Lodgings,0,2023-02-26
utah,Castle Country,Healthcare,45,2023-02-26
utah,Castle Country,Senior Facilities/Communities,0,2023-02-26
utah,Castle Country,Disability/AFN Organizations,0,2023-02-26
utah,Castle Country,Non-Profit Organizations,30,2023-02-26
utah,Castle Country,Neighborhood Groups,0,2023-02-26
utah,Castle Country,Preparedness Organizations,0,2023-02-26
utah,Castle Country,Faith-based Organizations,0,2023-02-26
utah,Castle Country,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Castle Country,Volunteer/Service Clubs,0,2023-02-26
utah,Castle Country,Youth Organizations,0,2023-02-26
utah,Castle Country,Animal Shelter/Service Providers,0,2023-02-26
utah,Castle Country,Agriculture/Livestock Sector,0,2023-02-26
utah,Castle Country,Volunteer Radio Groups,0,2023-02-26
utah,Castle Country,Science/Engineering Organizations,0,2023-02-26
utah,Castle Country,Media Organizations,0,2023-02-26
utah,Castle Country,Other,0,2023-02-26
utah,Four Corners,Individuals/Families,2,2023-02-26
utah,Four Corners,Childcare and Pre-Schools,33,2023-02-26
utah,Four Corners,K-12 Schools and Districts,85,2023-02-26
utah,Four Corners,Colleges and Universities,0,2023-02-26
utah,Four Corners,Local Government,0,2023-02-26
utah,Four Corners,State Government,0,2023-02-26
utah,Four Corners,Federal/National Government (Including Military),0,2023-02-26
utah,Four Corners,Tribes/Indigenous Peoples,0,2023-02-26
utah,Four Corners,Businesses,20,2023-02-26
utah,Four Corners,Hotels and Other Lodgings,0,2023-02-26
utah,Four Corners,Healthcare,0,2023-02-26
utah,Four Corners,Senior Facilities/Communities,0,2023-02-26
utah,Four Corners,Disability/AFN Organizations,0,2023-02-26
utah,Four Corners,Non-Profit Organizations,60,2023-02-26
utah,Four Corners,Neighborhood Groups,0,2023-02-26
utah,Four Corners,Preparedness Organizations,0,2023-02-26
utah,Four Corners,Faith-based Organizations,0,2023-02-26
utah,Four Corners,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Four Corners,Volunteer/Service Clubs,0,2023-02-26
utah,Four Corners,Youth Organizations,0,2023-02-26
utah,Four Corners,Animal Shelter/Service Providers,0,2023-02-26
utah,Four Corners,Agriculture/Livestock Sector,0,2023-02-26
utah,Four Corners,Volunteer Radio Groups,0,2023-02-26
utah,Four Corners,Science/Engineering Organizations,0,2023-02-26
utah,Four Corners,Media Organizations,0,2023-02-26
utah,Four Corners,Other,0,2023-02-26
utah,Other Areas,Individuals/Families,0,2023-02-26
utah,Other Areas,Childcare and Pre-Schools,0,2023-02-26
utah,Other Areas,K-12 Schools and Districts,0,2023-02-26
utah,Other Areas,Colleges and Universities,0,2023-02-26
utah,Other Areas,Local Government,0,2023-02-26
utah,Other Areas,State Government,0,2023-02-26
utah,Other Areas,Federal/National Government (Including Military),0,2023-02-26
utah,Other Areas,Tribes/Indigenous Peoples,0,2023-02-26
utah,Other Areas,Businesses,0,2023-02-26
utah,Other Areas,Hotels and Other Lodgings,0,2023-02-26
utah,Other Areas,Healthcare,100,2023-02-26
utah,Other Areas,Senior Facilities/Communities,0,2023-02-26
utah,Other Areas,Disability/AFN Organizations,0,2023-02-26
utah,Other Areas,Non-Profit Organizations,0,2023-02-26
utah,Other Areas,Neighborhood Groups,0,2023-02-26
utah,Other Areas,Preparedness Organizations,0,2023-02-26
utah,Other Areas,Faith-based Organizations,0,2023-02-26
utah,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-02-26
utah,Other Areas,Volunteer/Service Clubs,0,2023-02-26
utah,Other Areas,Youth Organizations,0,2023-02-26
utah,Other Areas,Animal Shelter/Service Providers,0,2023-02-26
utah,Other Areas,Agriculture/Livestock Sector,0,2023-02-26
utah,Other Areas,Volunteer Radio Groups,0,2023-02-26
utah,Other Areas,Science/Engineering Organizations,0,2023-02-26
utah,Other Areas,Media Organizations,0,2023-02-26
utah,Other Areas,Other,0,2023-02-26
washington,Coastal,Individuals/Families,3,2023-02-26
washington,Coastal,Childcare and Pre-Schools,0,2023-02-26
washington,Coastal,K-12 Schools and Districts,0,2023-02-26
washington,Coastal,Colleges and Universities,0,2023-02-26
washington,Coastal,Local Government,0,2023-02-26
washington,Coastal,State Government,0,2023-02-26
washington,Coastal,Federal/National Government (Including Military),0,2023-02-26
washington,Coastal,Tribes/Indigenous Peoples,0,2023-02-26
washington,Coastal,Businesses,0,2023-02-26
washington,Coastal,Hotels and Other Lodgings,0,2023-02-26
washington,Coastal,Healthcare,0,2023-02-26
washington,Coastal,Senior Facilities/Communities,0,2023-02-26
washington,Coastal,Disability/AFN Organizations,0,2023-02-26
washington,Coastal,Non-Profit Organizations,0,2023-02-26
washington,Coastal,Neighborhood Groups,0,2023-02-26
washington,Coastal,Preparedness Organizations,0,2023-02-26
washington,Coastal,Faith-based Organizations,0,2023-02-26
washington,Coastal,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,Coastal,Volunteer/Service Clubs,0,2023-02-26
washington,Coastal,Youth Organizations,0,2023-02-26
washington,Coastal,Animal Shelter/Service Providers,0,2023-02-26
washington,Coastal,Agriculture/Livestock Sector,0,2023-02-26
washington,Coastal,Volunteer Radio Groups,0,2023-02-26
washington,Coastal,Science/Engineering Organizations,0,2023-02-26
washington,Coastal,Media Organizations,0,2023-02-26
washington,Coastal,Other,0,2023-02-26
washington,Northwest,Individuals/Families,4,2023-02-26
washington,Northwest,Childcare and Pre-Schools,0,2023-02-26
washington,Northwest,K-12 Schools and Districts,115,2023-02-26
washington,Northwest,Colleges and Universities,0,2023-02-26
washington,Northwest,Local Government,80,2023-02-26
washington,Northwest,State Government,0,2023-02-26
washington,Northwest,Federal/National Government (Including Military),0,2023-02-26
washington,Northwest,Tribes/Indigenous Peoples,0,2023-02-26
washington,Northwest,Businesses,40,2023-02-26
washington,Northwest,Hotels and Other Lodgings,0,2023-02-26
washington,Northwest,Healthcare,500,2023-02-26
washington,Northwest,Senior Facilities/Communities,0,2023-02-26
washington,Northwest,Disability/AFN Organizations,0,2023-02-26
washington,Northwest,Non-Profit Organizations,0,2023-02-26
washington,Northwest,Neighborhood Groups,0,2023-02-26
washington,Northwest,Preparedness Organizations,0,2023-02-26
washington,Northwest,Faith-based Organizations,0,2023-02-26
washington,Northwest,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,Northwest,Volunteer/Service Clubs,0,2023-02-26
washington,Northwest,Youth Organizations,0,2023-02-26
washington,Northwest,Animal Shelter/Service Providers,0,2023-02-26
washington,Northwest,Agriculture/Livestock Sector,0,2023-02-26
washington,Northwest,Volunteer Radio Groups,0,2023-02-26
washington,Northwest,Science/Engineering Organizations,400,2023-02-26
washington,Northwest,Media Organizations,0,2023-02-26
washington,Northwest,Other,0,2023-02-26
washington,Southwest,Individuals/Families,0,2023-02-26
washington,Southwest,Childcare and Pre-Schools,0,2023-02-26
washington,Southwest,K-12 Schools and Districts,0,2023-02-26
washington,Southwest,Colleges and Universities,0,2023-02-26
washington,Southwest,Local Government,0,2023-02-26
washington,Southwest,State Government,0,2023-02-26
washington,Southwest,Federal/National Government (Including Military),0,2023-02-26
washington,Southwest,Tribes/Indigenous Peoples,0,2023-02-26
washington,Southwest,Businesses,0,2023-02-26
washington,Southwest,Hotels and Other Lodgings,0,2023-02-26
washington,Southwest,Healthcare,42,2023-02-26
washington,Southwest,Senior Facilities/Communities,0,2023-02-26
washington,Southwest,Disability/AFN Organizations,0,2023-02-26
washington,Southwest,Non-Profit Organizations,0,2023-02-26
washington,Southwest,Neighborhood Groups,0,2023-02-26
washington,Southwest,Preparedness Organizations,0,2023-02-26
washington,Southwest,Faith-based Organizations,0,2023-02-26
washington,Southwest,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,Southwest,Volunteer/Service Clubs,0,2023-02-26
washington,Southwest,Youth Organizations,0,2023-02-26
washington,Southwest,Animal Shelter/Service Providers,0,2023-02-26
washington,Southwest,Agriculture/Livestock Sector,0,2023-02-26
washington,Southwest,Volunteer Radio Groups,0,2023-02-26
washington,Southwest,Science/Engineering Organizations,0,2023-02-26
washington,Southwest,Media Organizations,0,2023-02-26
washington,Southwest,Other,0,2023-02-26
washington,South Central,Individuals/Families,0,2023-02-26
washington,South Central,Childcare and Pre-Schools,0,2023-02-26
washington,South Central,K-12 Schools and Districts,0,2023-02-26
washington,South Central,Colleges and Universities,0,2023-02-26
washington,South Central,Local Government,0,2023-02-26
washington,South Central,State Government,0,2023-02-26
washington,South Central,Federal/National Government (Including Military),70,2023-02-26
washington,South Central,Tribes/Indigenous Peoples,0,2023-02-26
washington,South Central,Businesses,0,2023-02-26
washington,South Central,Hotels and Other Lodgings,0,2023-02-26
washington,South Central,Healthcare,0,2023-02-26
washington,South Central,Senior Facilities/Communities,0,2023-02-26
washington,South Central,Disability/AFN Organizations,0,2023-02-26
washington,South Central,Non-Profit Organizations,0,2023-02-26
washington,South Central,Neighborhood Groups,0,2023-02-26
washington,South Central,Preparedness Organizations,0,2023-02-26
washington,South Central,Faith-based Organizations,0,2023-02-26
washington,South Central,"Museums, Libraries, Parks, etc.",0,2023-02-26
washington,South Central,Volunteer/Service Clubs,0,2023-02-26
washington,South Central,Youth Organizations,0,2023-02-26
washington,South Central,Animal Shelter/Service Providers,0,2023-02-26
washington,South Central,Agriculture/Livestock Sector,0,2023-02-26
washington,South Central,Volunteer Radio Groups,0,2023-02-26
washington,South Central,Science/Engineering Organizations,0,2023-02-26
washington,South Central,Media Organizations,0,2023-02-26
washington,South Central,Other,0,2023-02-26
washington,North Central,Individuals/Families,0,2023-02-26
washington,North Central,Childcare and Pre-Schools,0,2023-02-26
washington,North Central,K-12 Schools and Districts,0,2023-02-26
washington,North Central,Colleges and Universities,0,2023-02-26
washington,North Central,Local Government,0,2023-02-26
washington,North Central,State Government,0,2023-02-26
washington,North Central,Federal/National Government (Including Military),0,2023-02-26
washington,North Central,Tribes/Indigenous Peoples,0,2023-02-26
washington,North Central,Businesses,0,2023-02-26
washington,North Central,Hotels and Other Lodgings,0,2023-02-26
washington,North Central,Healthcare,0,2023-02-26
washington,North Central,Senior Facilities/Communities,0,2023-02-26
